,flux
2270.17533146,30469734.1211
2270.195763,30470369.1264
2270.21619473,30469377.3946
2270.23662637,30469268.772
2270.25705791,30470261.8588
2270.27748964,30468820.2673
2270.29792128,30469407.6727
2270.31835301,30465182.4146
2270.33878455,30465702.3535
2270.35921619,30465860.0452
2270.37964792,30466374.4428
2270.40007946,30465326.7776
2270.42051109,30465823.8621
2270.44094283,30467934.7363
2270.46137436,30473267.0295
2270.481806,30475700.0693
2270.50223773,30474787.5863
2270.52266927,30473164.3401
2270.5431009,30475687.5268
2270.56353263,30475375.3567
2270.58396427,30474781.602
2270.6043958,30476634.435
2270.62482753,30476238.7025
2270.64525917,30478447.1588
2270.6656908,30476436.3876
2270.68612243,30478793.0696
2270.70655407,30483906.6109
2270.7269857,30485962.9149
2270.74741733,30486460.5338
2270.76784896,30485315.983
2270.78828059,30489611.8872
2270.80871223,30489937.9393
2270.82914376,30487633.3865
2270.84957549,30491758.0003
2270.87000712,30492547.9175
2270.89043865,30487740.537
2270.91087038,30485974.0801
2270.93130201,30484245.005
2270.95173354,30486250.1052
2270.97216527,30483074.9442
2270.9925969,30477234.2916
2271.01302863,30476466.4124
2271.03346016,30474661.8692
2271.05389179,30471686.0064
2271.07432352,30468400.6228
2271.09475505,30464742.2637
2271.11518668,30465507.4612
2271.13561841,30463724.6544
2271.15605004,30462701.2585
2271.17648157,30462346.5254
2271.1969133,30463527.285
2271.21734492,30465160.2494
2271.23777645,30472432.0897
2271.25820818,30475704.2185
2271.27863981,30478725.8258
2271.29907153,30483135.0949
2271.31950306,30496452.2619
2271.33993469,30502463.9837
2271.36036642,30505666.5396
2271.38079794,30506328.0497
2271.40122957,30505416.68
2271.4216612,30507098.0154
2271.44209282,30504886.2487
2271.46252435,30504392.3759
2271.48295607,30499702.5574
2271.5033877,30501870.1398
2271.52381933,30505221.7827
2271.54425095,30505164.6611
2271.56468258,30502444.3713
2271.5851142,30502238.8371
2271.60554583,30501962.2749
2271.62597745,30500879.1686
2271.64640918,30506840.601
2271.6668408,30495875.7096
2271.68727232,30488251.6049
2271.70770405,30484124.3543
2271.72813567,30478448.7576
2271.7485672,30472433.8284
2271.76899892,30467502.4051
2271.78943054,30466105.0283
2271.80986207,30465193.0994
2271.83029379,30468932.4186
2271.85072541,30459294.9631
2271.87115693,30459536.1371
2271.89158866,
2271.91202028,30460272.1242
2271.932452,30455925.6955
2271.95288352,30455661.9726
2271.97331515,30454486.999
2271.99374687,30457037.9839
2272.01417839,30456143.3714
2272.03461001,30455198.5817
2272.05504173,30456622.9968
2272.07547325,30459435.0756
2272.09590487,30460149.0089
2272.11633649,30461767.0144
2272.13676821,30465445.6735
2272.15719974,30463572.8058
2272.17763146,30463446.8949
2272.19806298,30463783.7031
2272.2184946,30466550.645
2272.23892632,30468040.1832
2272.25935783,30468010.1352
2272.27978955,30469272.7398
2272.30022117,30474147.0373
2272.32065269,30475799.1846
2272.34108441,30477554.3279
2272.36151603,30485156.8075
2272.38194755,30488263.4088
2272.40237927,30488963.3856
2272.42281089,30489123.0456
2272.4432424,30486567.1634
2272.46367412,30487752.4592
2272.48410574,30487833.8671
2272.50453736,30488298.6897
2272.52496898,30489567.4765
2272.54540059,30489222.2541
2272.56583231,30487324.2324
2272.58626383,30492083.1805
2272.60669544,30485773.0071
2272.62712716,30484160.0397
2272.64755878,30478631.955
2272.66799029,30480445.2903
2272.68842201,30484340.7685
2272.70885363,30483787.8415
2272.72928514,30481427.8254
2272.74971686,30479344.6833
2272.77014847,30480697.2342
2272.79057999,30484005.1037
2272.8110117,30483722.3457
2272.83144322,30483159.8804
2272.85187493,30483676.573
2272.87230655,30483500.2481
2272.89273816,30485234.9289
2272.91316978,30488775.8089
2272.93360139,30488937.14
2272.95403291,30489746.8508
2272.97446462,30489446.3516
2272.99489623,30488668.5055
2273.01532775,30490993.7467
2273.03575946,30494207.5049
2273.05619108,30498246.0762
2273.07662269,30500233.8405
2273.0970543,30500604.6932
2273.11748592,30502542.7376
2273.13791753,30503348.7305
2273.15834924,30504442.0245
2273.17878075,30503022.8007
2273.19921247,30501342.4516
2273.21964408,30497796.1624
2273.24007559,30496678.836
2273.2605073,30498607.4192
2273.28093891,30499188.0613
2273.30137043,30494656.089
2273.32180214,30493406.039
2273.34223375,30491209.2573
2273.36266526,30491103.5012
2273.38309697,30492831.9303
2273.40352858,30492705.3335
2273.42396009,30491118.2548
2273.4443918,30487725.7903
2273.46482341,30486815.0951
2273.48525512,30482980.5643
2273.50568663,30481957.1933
2273.52611825,30479299.1013
2273.54654995,30480474.3161
2273.56698146,30483457.1153
2273.58741307,30485668.0062
2273.60784468,30484409.0098
2273.62827629,30489083.6626
2273.6487079,30487794.2158
2273.66913961,30489087.634
2273.68957112,30491122.8921
2273.71000273,30490681.6323
2273.73043444,30496533.439
2273.75086595,30494148.169
2273.77129765,30491762.8261
2273.79172926,30493036.2661
2273.81216077,30488248.6315
2273.83259248,30483495.364
2273.85302409,
2273.87345559,30489056.0616
2273.8938873,30484412.0968
2273.91431891,30487371.3039
2273.93475042,30490264.6774
2273.95518212,30493392.752
2273.97561373,30495123.7571
2273.99604534,30494480.8248
2274.01647694,30490317.4679
2274.03690855,30491801.6016
2274.05734026,30492045.2887
2274.07777176,30489799.3157
2274.09820337,30489081.3827
2274.11863507,30488739.387
2274.13906668,30487353.1549
2274.15949819,30485235.3924
2274.17992989,30483086.1764
2274.2003615,30488523.5998
2274.220793,30487796.1156
2274.24122471,30494093.6219
2274.26165631,30496327.2697
2274.28208782,30497052.6013
2274.30251952,30493973.4508
2274.32295103,30520071.8433
2274.34338273,30544937.2256
2274.36381434,30498996.6102
2274.38424584,30496212.3056
2274.40467754,30495658.5909
2274.42510915,30494297.5122
2274.44554065,30494578.7709
2274.46597236,30492554.0402
2274.48640396,30489635.1646
2274.50683556,30489314.9612
2274.52726717,30489939.692
2274.54769877,30490279.0712
2274.56813037,30489112.7092
2274.58856197,30490739.8873
2274.60899358,30486636.2445
2274.62942528,30490727.2302
2274.64985678,30488861.2459
2274.67028838,30489586.7987
2274.69072009,30490487.0649
2274.71115169,30488080.9303
2274.73158319,30488053.1977
2274.75201489,30490791.1493
2274.77244649,30484631.2854
2274.792878,30487393.6498
2274.8133097,30507199.1763
2274.8337413,30491108.995
2274.8541728,30491597.0241
2274.8746045,30492902.3925
2274.8950361,30494295.4172
2274.9154678,30503089.4295
2274.9358993,30508050.5223
2274.9563309,30511050.5364
2274.9767625,30511296.1858
2274.9971941,30514167.2037
2275.0176256,30518542.4054
2275.0380573,30521024.7636
2275.0584889,30523054.514
2275.0789205,30522405.8484
2275.0993521,30503689.7287
2275.1197837,30504556.0242
2275.1402153,30510372.9785
2275.1606469,30501753.8327
2275.1810785,30500552.2213
2275.2015102,30498453.9108
2275.2219418,30499475.1557
2275.2423733,30498966.2614
2275.262805,30494682.9154
2275.28323659,30497904.732
2275.30366809,30497627.8434
2275.32409979,30495593.9103
2275.34453139,30495942.4812
2275.36496289,30501279.8925
2275.38539458,30500437.9678
2275.40582618,30509722.6288
2275.42625788,30505039.4415
2275.44668938,30506755.4265
2275.46712097,30509695.6797
2275.48755267,30505328.1166
2275.50798417,30497653.8478
2275.52841577,30500578.4417
2275.54884746,30483951.5854
2275.56927896,30492277.5979
2275.58971056,30490384.7954
2275.61014215,30502895.2399
2275.63057375,30502227.0183
2275.65100535,30498621.3132
2275.67143694,30499538.29
2275.69186854,30502520.5445
2275.71230023,30502266.98
2275.73273183,30503929.6737
2275.75316333,30509592.6728
2275.77359502,30518509.4166
2275.79402662,30514187.5943
2275.81445811,
2275.83488981,30511441.6812
2275.8553214,30514461.2303
2275.8757529,30516680.4501
2275.89618459,30521122.9424
2275.91661619,30523107.3606
2275.93704768,30517097.1797
2275.95747938,30516898.9237
2275.97791097,30520443.5277
2275.99834267,30518916.8067
2276.01877416,30518341.804
2276.03920575,30516273.4307
2276.05963745,30541774.3562
2276.08006894,30507354.7463
2276.10050054,30507648.6173
2276.12093223,30507579.7285
2276.14136372,30508514.5716
2276.16179532,30510784.1488
2276.18222701,30504652.1581
2276.2026586,30499558.4325
2276.2230902,30501700.4245
2276.24352179,30506121.7698
2276.26395338,30501536.2743
2276.28438497,30517593.5269
2276.30481657,30511655.6201
2276.32524816,30509065.9913
2276.34567975,30502564.1744
2276.36611134,30503928.2358
2276.38654284,30515651.2387
2276.40697453,30499820.098
2276.42740612,30502254.5123
2276.44783761,30503750.1001
2276.4682693,30505751.8031
2276.48870089,30505154.5217
2276.50913259,30507048.1273
2276.52956408,30511852.1728
2276.54999567,30515711.4772
2276.57042736,30515359.6257
2276.59085885,30523024.1972
2276.61129044,30521254.6734
2276.63172213,30537333.4451
2276.65215362,30537940.9133
2276.67258521,30532550.5719
2276.69301691,30529278.1554
2276.7134485,30527114.9023
2276.73387999,30523934.6471
2276.75431168,30525199.5137
2276.77474327,30527747.0355
2276.79517486,30529961.2269
2276.81560645,30523258.7147
2276.83603804,30526383.044
2276.85646973,30527915.2587
2276.87690122,30528283.7492
2276.89733281,30536344.0657
2276.91776449,30547442.6
2276.93819598,30537425.4993
2276.95862757,30524936.7561
2276.97905926,30524593.1501
2276.99949075,30520108.6854
2277.01992244,30513891.3479
2277.04035403,30506536.0425
2277.06078552,30510452.9327
2277.08121721,30509285.1394
2277.10164869,30507446.9483
2277.12208028,30512670.8416
2277.14251197,30514594.204
2277.16294346,30522349.3038
2277.18337505,30530439.8113
2277.20380674,30524668.7323
2277.22423832,30527765.9218
2277.24466981,30523789.4787
2277.2651015,30512461.3896
2277.28553309,30521600.8678
2277.30596467,30524175.6263
2277.32639626,30526789.1528
2277.34682785,30533995.5308
2277.36725954,30534785.7347
2277.38769102,30550287.0515
2277.40812261,30544041.3054
2277.4285543,30537497.142
2277.44898578,30532463.5423
2277.46941737,30533681.1844
2277.48984906,30526398.0087
2277.51028054,30508514.1066
2277.53071223,30504813.5631
2277.55114382,30523846.1587
2277.5715753,30526757.6071
2277.59200699,30528510.213
2277.61243858,30529630.8263
2277.63287006,30531144.6947
2277.65330175,30524074.3322
2277.67373333,30523791.0059
2277.69416492,30522531.6895
2277.7145965,30520937.6801
2277.73502809,30529555.9824
2277.75545968,30527387.9653
2277.77589126,
2277.79632285,30521703.2124
2277.81675443,30511722.1917
2277.83718602,30512716.8462
2277.8576176,30502895.1791
2277.87804919,30505237.8685
2277.89848077,30503726.2818
2277.91891236,30501974.8404
2277.93934404,30507625.5074
2277.95977552,30513741.428
2277.98020711,30514158.2503
2278.00063879,30528255.6551
2278.02107028,30541734.1903
2278.04150196,30528114.1528
2278.06193355,30526064.0884
2278.08236503,30526121.0836
2278.10279671,30527446.0182
2278.1232283,30524058.3864
2278.14365978,30523128.8747
2278.16409146,30527849.7802
2278.18452305,30530687.8989
2278.20495463,30529079.2521
2278.22538621,30532737.3934
2278.2458178,30542013.8913
2278.26624948,30538612.3394
2278.28668096,30541319.9788
2278.30711255,30561865.3252
2278.32754423,30555735.606
2278.34797571,30550345.2365
2278.3684073,30553970.3388
2278.38883898,30550443.8353
2278.40927056,30541866.8029
2278.42970204,30544584.898
2278.45013373,30533102.6131
2278.47056521,30532934.5307
2278.49099689,30523772.8609
2278.51142847,30524428.5885
2278.53185995,30525372.6053
2278.55229164,30520151.7564
2278.57272322,30524700.313
2278.5931547,30521989.4542
2278.61358638,30527546.4523
2278.63401796,30523569.0551
2278.65444944,30523671.9261
2278.67488113,30528556.0284
2278.69531271,30528947.2164
2278.71574419,30532049.3806
2278.73617587,30551111.7504
2278.75660745,30515497.7406
2278.77703913,30510728.6511
2278.79747061,30512243.4012
2278.81790219,30509229.3002
2278.83833388,30517596.8682
2278.85876546,30521711.9452
2278.87919694,30524590.2689
2278.89962862,30531312.4322
2278.9200602,30530623.9682
2278.94049168,30542171.6437
2278.96092336,30539237.0463
2278.98135494,30532841.8652
2279.00178662,30531669.9018
2279.0222181,30528059.5451
2279.04264968,30529219.2146
2279.06308136,30548248.9862
2279.08351284,30535518.2977
2279.10394442,30527622.7073
2279.124376,30526240.2029
2279.14480758,30529732.9128
2279.16523906,30540728.1245
2279.18567074,30538454.5859
2279.20610232,30539837.6082
2279.226534,30543846.2079
2279.24696548,30558702.6325
2279.26739706,30541884.4849
2279.28782873,30535386.4542
2279.30826021,30536208.1352
2279.32869179,30533577.4555
2279.34912347,30525676.3242
2279.36955495,30521951.0399
2279.38998653,30521973.5459
2279.41041821,30525356.5371
2279.43084979,30523710.497
2279.45128137,30524840.2881
2279.47171294,30527540.8371
2279.49214452,30540326.2505
2279.5125761,30516897.2283
2279.53300768,30518634.5659
2279.55343926,30519420.5613
2279.57387094,30530593.945
2279.59430241,30527586.5793
2279.61473399,30529751.2454
2279.63516567,30547541.5909
2279.65559715,30540458.9795
2279.67602873,30534122.9767
2279.6964604,30532842.2939
2279.71689188,30533943.7461
2279.73732356,
2279.75775514,30527320.5191
2279.77818661,30527986.5554
2279.79861829,30530921.1223
2279.81904977,30544726.4954
2279.83948135,30538256.2565
2279.85991302,30538450.8779
2279.8803445,30540071.4483
2279.90077608,30543818.2296
2279.92120775,30544595.561
2279.94163933,30550236.1004
2279.96207091,30551486.3313
2279.98250248,30553745.725
2280.00293406,30545089.9531
2280.02336564,30553167.2504
2280.04379722,30556234.8436
2280.06422879,30547858.9072
2280.08466047,30543897.3323
2280.10509194,30544419.7209
2280.12552352,30545086.0503
2280.1459552,30538119.9773
2280.16638667,30539604.802
2280.18681835,30541311.5478
2280.20724993,30538379.1006
2280.2276814,30539548.2601
2280.24811308,30543240.2257
2280.26854465,30551078.0575
2280.28897613,30543111.6732
2280.30940781,30548477.486
2280.32983938,30560557.654
2280.35027086,30544367.2432
2280.37070253,30537742.3718
2280.39113411,30535359.1637
2280.41156568,30538273.8093
2280.43199726,30527774.1569
2280.45242883,30527204.7537
2280.47286051,30522621.2707
2280.49329199,30530610.3928
2280.51372356,30534287.3142
2280.53415514,30536768.0714
2280.55458671,30546193.7355
2280.57501829,30548012.2779
2280.59544986,30544241.4868
2280.61588144,30551497.6487
2280.63631311,30560793.5577
2280.65674469,30547600.1822
2280.67717616,30542977.5026
2280.69760784,30565577.2393
2280.71803941,30542522.3135
2280.73847088,30547204.7781
2280.75890256,30547059.39
2280.77933413,30555655.7172
2280.79976561,30551989.4401
2280.82019728,30559375.5642
2280.84062886,30565018.7334
2280.86106033,30555959.5474
2280.88149201,30567344.5519
2280.90192358,30552456.4261
2280.92235525,30552353.5663
2280.94278673,30499294.207
2280.9632183,30546477.3229
2280.98364998,30551039.3083
2281.00408145,30546640.1373
2281.02451302,30548572.7162
2281.0449447,30548891.1711
2281.06537627,30551014.6484
2281.08580774,30546853.7528
2281.10623942,30547859.0346
2281.12667099,30539685.2839
2281.14710257,30525670.8179
2281.16753414,30521791.1554
2281.18796571,30511327.8134
2281.20839729,30511846.9491
2281.22882886,30521935.8001
2281.24926033,30531204.6929
2281.26969201,30530815.7512
2281.29012358,30533690.6305
2281.31055505,30533458.1177
2281.33098673,30545651.84
2281.3514183,30546445.6251
2281.37184997,30539398.717
2281.39228144,30543188.3368
2281.41271302,30545647.7435
2281.43314469,30545918.0569
2281.45357616,30544079.7374
2281.47400774,30537450.9769
2281.49443941,30544713.8688
2281.51487088,30548982.8516
2281.53530245,30553245.2277
2281.55573413,30552864.785
2281.5761657,30553677.146
2281.59659727,30546790.4497
2281.61702884,30540870.1129
2281.63746042,30543221.6821
2281.65789199,30541993.2369
2281.67832356,29937258.7284
2281.69875513,
2281.71918681,30546541.804
2281.73961828,30544951.5834
2281.76004985,30547154.4482
2281.78048152,30548274.4488
2281.80091299,30541994.2723
2281.82134467,30542090.4352
2281.84177624,30542551.0071
2281.86220771,30541399.7573
2281.88263938,30544113.7062
2281.90307085,30546646.7486
2281.92350243,30566432.065
2281.9439341,30549707.2235
2281.96436557,30535261.2719
2281.98479714,30533110.7227
2282.00522881,30538923.0551
2282.02566028,30538265.1814
2282.04609196,30536306.2354
2282.06652353,30539422.0469
2282.0869551,30564214.398
2282.10738667,30542847.4144
2282.12781824,30548962.4669
2282.14824981,30549803.2335
2282.16868138,30552966.8017
2282.18911296,30583680.885
2282.20954455,
2282.22997614,
2282.25040773,
2282.27083932,
2282.29127091,30548609.3065
2282.31170238,30541745.1725
2282.33213405,30542161.2991
2282.35256563,30545301.2168
2282.3729971,30545653.9809
2282.39342877,30547538.2933
2282.41386034,30553861.4212
2282.43429181,30548690.8772
2282.45472348,30548594.7683
2282.47515505,30561111.3189
2282.49558672,30557390.3343
2282.51601819,30560357.4621
2282.53644976,30571486.3108
2282.55688133,30566270.9915
2282.5773129,30570617.1581
2282.59774438,30576549.9435
2282.61817605,30573782.4324
2282.63860762,30574214.1888
2282.65903919,30566870.7352
2282.67947076,30543576.0907
2282.69990233,30557208.2502
2282.720334,30560578.6613
2282.74076547,30549826.6193
2282.76119704,30546129.7116
2282.78162871,30557157.0405
2282.80206028,30560695.323
2282.82249175,30558031.1856
2282.84292342,30564642.6821
2282.86335499,30584361.9838
2282.88378646,30564627.1233
2282.90421813,30574614.2499
2282.9246497,30566559.9734
2282.94508137,30554350.9041
2282.96551284,30554432.1723
2282.98594441,30544698.3718
2283.00637608,30545005.349
2283.02680755,30550373.9999
2283.04723912,30542917.6329
2283.06767079,30548312.7542
2283.08810226,30556328.5162
2283.10853393,30553655.6191
2283.1289655,30555295.8777
2283.14939697,30561977.0285
2283.16982864,30566625.5959
2283.19026011,30551298.3986
2283.21069168,30560275.4911
2283.23112335,30557277.4979
2283.25155492,30564834.0317
2283.27198639,30575058.5001
2283.29241806,30567938.3993
2283.31284963,30569385.1353
2283.3332812,30575049.4663
2283.35371277,30573764.8812
2283.37414434,30567920.3129
2283.39457591,30565471.5155
2283.41500748,30561812.7037
2283.43543905,30566740.8513
2283.45587072,30569753.5568
2283.47630219,30566635.3994
2283.49673376,30579063.9478
2283.51716542,30569717.3729
2283.53759689,30564401.6428
2283.55802856,30556615.5116
2283.57846013,30550960.7193
2283.5988916,30549479.0629
2283.61932327,30549181.7316
2283.63975484,30466498.1875
2283.66018631,
2283.68061798,30528032.9938
2283.70104955,30545453.3696
2283.72148102,30552245.0185
2283.74191269,30560853.4812
2283.76234426,30568541.6595
2283.78277593,30571459.2225
2283.8032074,30568127.1252
2283.82363896,30564056.6155
2283.84407063,30560756.768
2283.8645021,30564694.6661
2283.88493367,30560629.3198
2283.90536534,30564693.3269
2283.92579681,30559306.0601
2283.94622838,30553121.0447
2283.96666005,30553373.6656
2283.98709152,30562559.5792
2284.00752319,30565115.2801
2284.02795476,30564492.7668
2284.04838622,30569155.7103
2284.06881789,30569439.3472
2284.08924946,30570025.9196
2284.10968093,30571383.404
2284.1301126,30561723.2694
2284.15054417,30570518.5792
2284.17097564,30569657.6753
2284.19140731,30572594.9562
2284.21183888,30573603.7248
2284.23227054,30570304.3551
2284.25270201,30567231.9664
2284.27313358,30572277.3266
2284.29356525,30579351.402
2284.31399672,30564066.146
2284.33442829,30567344.0217
2284.35485996,30568718.033
2284.37529143,30567058.1168
2284.395723,30579986.2051
2284.41615466,30555692.8453
2284.43658623,30560103.3419
2284.4570178,30568687.7394
2284.47744937,30568089.0281
2284.49788094,30570843.7441
2284.51831251,30576762.7882
2284.53874408,30584687.1037
2284.55917565,30591340.8945
2284.57960721,30580794.7996
2284.60003878,30574957.3987
2284.62047035,30566025.9951
2284.64090192,30547888.8087
2284.66133349,30563149.4459
2284.68176516,30563888.9229
2284.70219663,30564679.4533
2284.7226282,30556437.8275
2284.74305986,30556723.5124
2284.76349133,30563540.2554
2284.7839229,30561243.9187
2284.80435457,30567572.2605
2284.82478604,30575574.7017
2284.84521771,30575420.7475
2284.86564928,30593195.1542
2284.88608074,30582540.2572
2284.90651241,30569620.3712
2284.92694398,30577837.0749
2284.94737555,30578259.4194
2284.96780712,30579140.7775
2284.98823869,30583187.8262
2285.00867026,30590627.7177
2285.02910182,30581539.5687
2285.04953339,30584004.1639
2285.06996506,30570213.8426
2285.09039653,30568332.9721
2285.1108281,30532798.6425
2285.13125977,30558358.0564
2285.15169134,30569417.0852
2285.1721228,30569803.3902
2285.19255447,30565611.5752
2285.21298604,30565163.8674
2285.23341751,30566334.9068
2285.25384918,30568153.6571
2285.27428075,30569751.109
2285.29471232,30568901.4936
2285.31514389,30568971.9012
2285.33557535,30571988.921
2285.35600702,30559651.1381
2285.37643859,30538703.1985
2285.39687006,30568227.3659
2285.41730173,30560028.4229
2285.4377333,30552509.1943
2285.45816497,30558221.973
2285.47859643,30551504.1305
2285.499028,30547382.1591
2285.51945967,30552384.3181
2285.53989114,30551008.0525
2285.56032271,30562918.1445
2285.58075438,30565444.3739
2285.60118595,30569592.5398
2285.62161741,
2285.64204908,30555739.752
2285.66248065,30555040.1592
2285.68291222,30560589.4184
2285.70334379,30560420.9534
2285.72377536,30569782.3553
2285.74420703,30573848.3909
2285.7646385,30567535.9186
2285.78507006,30569862.6994
2285.80550173,30574686.7
2285.8259332,30573470.1149
2285.84636477,30575049.175
2285.86679644,30568774.9029
2285.88722791,30568776.1497
2285.90765958,30595472.8326
2285.92809115,30559808.7992
2285.94852261,30555732.6108
2285.96895428,30560747.5971
2285.98938575,30553858.0681
2286.00981732,30557244.8801
2286.03024899,30562750.6718
2286.05068046,30566271.143
2286.07111203,30568135.2349
2286.0915437,30560064.4606
2286.11197517,30562835.6593
2286.13240683,30563882.3797
2286.1528384,30568670.0802
2286.17326997,30569410.8353
2286.19370154,30583170.462
2286.21413311,30565788.7956
2286.23456468,30561462.7689
2286.25499625,30566232.7896
2286.27542782,30561703.1472
2286.29585949,30554354.7947
2286.31629105,30566013.3517
2286.33672252,30569477.3796
2286.35715419,30566256.5167
2286.37758576,30567398.9016
2286.39801723,30567083.4453
2286.4184489,30572158.0827
2286.43888047,30575281.3016
2286.45931194,30573464.1926
2286.47974361,30574785.8327
2286.50017518,30570964.5458
2286.52060685,30564405.2142
2286.54103831,30562042.4488
2286.56146988,30558325.788
2286.58190145,30509641.9555
2286.60233302,30550535.8618
2286.62276449,30564623.2837
2286.64319616,30568842.8056
2286.66362773,30569976.8656
2286.6840593,30567526.7451
2286.70449087,30577660.8296
2286.72492244,30574734.4783
2286.74535411,30578300.2894
2286.76578558,30584799.3961
2286.78621715,30579891.0938
2286.80664882,30572829.512
2286.82708039,30570947.346
2286.84751185,30549887.5394
2286.86794352,30566717.0173
2286.88837509,30574232.6661
2286.90880656,30578525.1345
2286.92923823,30582583.9589
2286.9496698,30559256.7143
2286.97010147,30559503.9253
2286.99053294,30562459.904
2287.01096451,30560546.5601
2287.03139618,30567392.1199
2287.05182765,30572577.7496
2287.07225922,30564503.6391
2287.09269089,30550270.7857
2287.11312236,30567538.1193
2287.13355403,30565613.5903
2287.1539856,30564144.7279
2287.17441707,30558172.4659
2287.19484874,30561046.3258
2287.21528031,30563845.4071
2287.23571178,30561951.8818
2287.25614345,30566480.6252
2287.27657502,30579178.3007
2287.29700659,30575889.0586
2287.31743816,30596898.5862
2287.33786973,30565878.1189
2287.3583013,30564905.755
2287.37873287,30574797.8321
2287.39916444,30575177.7492
2287.41959601,30569613.5104
2287.44002758,30570951.7223
2287.46045915,30565200.432
2287.48089082,30556542.2909
2287.50132229,30568393.3637
2287.52175386,30278487.9847
2287.54218553,29189505.0763
2287.562617,27817433.8797
2287.58304867,
2287.60348024,30569982.106
2287.62391171,30561473.2235
2287.64434338,30559359.9436
2287.66477495,30563297.504
2287.68520642,30566335.5098
2287.70563809,30570763.2842
2287.72606966,30571889.2125
2287.74650113,30572138.8115
2287.7669328,30598310.2603
2287.78736438,30573132.2161
2287.80779605,30568136.8177
2287.82822752,30566118.8998
2287.84865909,30563189.139
2287.86909076,30562676.6635
2287.88952223,30556531.2496
2287.9099538,30561543.6575
2287.93038547,30564624.7266
2287.95081704,30564229.4448
2287.97124861,30565869.8601
2287.99168018,30577121.9134
2288.01211165,30578535.9847
2288.03254333,30575774.0123
2288.0529749,30571360.1024
2288.07340637,30593967.5648
2288.09383804,30578447.0345
2288.11426961,30573478.244
2288.13470108,30569949.3047
2288.15513275,30577342.4502
2288.17556432,30574109.492
2288.195996,30572196.1873
2288.21642747,30578879.0847
2288.23685904,30581106.5827
2288.25729071,30585489.7903
2288.27772218,30581887.8863
2288.29815375,30576872.1932
2288.31858542,30570744.147
2288.3390169,30575948.4122
2288.35944847,30574611.3021
2288.37988014,30598097.7071
2288.40031161,30568524.0419
2288.42074328,30562523.8944
2288.44117485,30565836.5925
2288.46160643,30565711.9518
2288.482038,30565334.014
2288.50246957,30568917.9754
2288.52290114,30572304.3697
2288.54333271,30580803.6739
2288.56376429,30577451.0836
2288.58419596,30571027.6382
2288.60462743,30576578.6473
2288.625059,30569892.0669
2288.64549058,30576717.8476
2288.66592215,30575436.0706
2288.68635372,30569309.0209
2288.70678539,30570233.4846
2288.72721686,30560754.3567
2288.74764844,30558085.2693
2288.76808011,30564234.5963
2288.78851158,30570000.4736
2288.80894325,30527585.0973
2288.82937483,30543935.1621
2288.8498063,30548720.1078
2288.87023797,30571682.9449
2288.89066955,30573570.676
2288.91110102,30573518.0648
2288.93153269,30584057.7512
2288.95196426,30579129.5062
2288.97239574,30583963.8279
2288.99282741,30586149.4062
2289.01325898,30579608.429
2289.03369066,30566705.79
2289.05412213,30584295.8669
2289.0745537,30581586.2311
2289.09498538,30588479.4702
2289.11541685,30588795.5905
2289.13584842,30595335.8489
2289.1562801,30576993.0488
2289.17671167,30573625.0953
2289.19714324,30573644.7186
2289.21757482,30568803.0862
2289.23800639,30570288.0003
2289.25843796,29773476.697
2289.27886954,28447194.4264
2289.29930111,30175384.2208
2289.31973268,30575154.9915
2289.34016426,30577859.6567
2289.36059573,30586765.3503
2289.38102741,30582256.3458
2289.40145898,30587137.1908
2289.42189065,30589503.1898
2289.44232213,30587455.7412
2289.4627537,30590730.2916
2289.48318538,30576676.3853
2289.50361685,30573098.4735
2289.52404842,30603582.0277
2289.5444801,
2289.56491157,30569414.4916
2289.58534325,30579321.7939
2289.60577482,30578438.3523
2289.6262063,30577801.3379
2289.64663797,30571529.5929
2289.66706955,30566858.539
2289.68750112,30565989.7372
2289.7079327,30563108.9796
2289.72836427,30562897.7354
2289.74879584,30563055.2117
2289.76922742,30569944.7346
2289.78965899,30567701.1818
2289.81009067,30562044.5789
2289.83052225,30566010.4781
2289.85095372,30574392.072
2289.8713854,30583570.6385
2289.89181697,30577614.2594
2289.91224845,30576811.8989
2289.93268012,30578922.165
2289.9531117,30592999.2221
2289.97354317,30600585.0581
2289.99397485,30573489.4559
2290.01440632,30547873.0591
2290.034838,30568205.6877
2290.05526957,30580907.2043
2290.07570105,30573607.326
2290.09613273,30575220.4135
2290.1165643,30570895.2146
2290.13699578,30571322.8104
2290.15742745,30580351.5213
2290.17785903,30570833.5121
2290.19829071,30572199.4406
2290.21872218,30579348.4834
2290.23915376,30573124.1844
2290.25958544,30598855.3073
2290.28001691,30572568.157
2290.30044849,30583762.444
2290.32088017,30573729.5211
2290.34131174,30568930.8234
2290.36174322,30569978.0704
2290.3821749,30566974.115
2290.40260647,30562028.2552
2290.42303805,30567210.1949
2290.44346963,30560373.5326
2290.4639012,30559980.1549
2290.48433288,30568923.5548
2290.50476436,30571102.279
2290.52519593,30569047.8625
2290.54562761,30567371.7008
2290.56605909,30571178.8354
2290.58649067,30577955.6327
2290.60692234,30571907.3877
2290.62735382,30576565.687
2290.6477855,30575092.8939
2290.66821698,30564335.7239
2290.68864855,30564152.9106
2290.70908023,30556305.5618
2290.72951171,30550800.0255
2290.74994329,30572970.1815
2290.77037497,30542688.4744
2290.79080644,30561653.464
2290.81123812,30558254.5164
2290.8316697,30553926.7591
2290.85210128,30562464.9748
2290.87253286,30567031.761
